N,P,Q,Res P,Res Q
9234800,1913917,7320883,7,13
9234800,1914001,7320799,1,19
9234800,1914103,7320697,13,7
9234800,1914163,7320637,13,7
9234800,1914247,7320553,7,13
9234800,1914259,7320541,19,1
9234800,1914457,7320343,7,13
9234800,1914541,7320259,1,19
9234800,1914673,7320127,13,7
9234800,1914709,7320091,19,1
9234800,1914769,7320031,19,1
9234800,1914853,7319947,13,7
9234800,1915057,7319743,7,13
9234800,1915321,7319479,1,19
9234800,1915567,7319233,7,13
9234800,1915729,7319071,19,1
9234800,1915759,7319041,19,1
9234800,1915933,7318867,13,7
9234800,1916023,7318777,13,7
9234800,1916287,7318513,7,13
9234800,1916371,7318429,1,19
9234800,1916611,7318189,1,19
9234800,1916641,7318159,1,19
9234800,1916857,7317943,7,13
9234800,1917313,7317487,13,7
9234800,1917367,7317433,7,13
9234800,1917631,7317169,1,19
9234800,1917697,7317103,7,13
9234800,1917703,7317097,13,7
9234800,1917733,7317067,13,7
9234800,1917859,7316941,19,1
9234800,1917871,7316929,1,19
9234800,1917943,7316857,13,7
9234800,1917967,7316833,7,13
9234800,1918003,7316797,13,7
9234800,1918243,7316557,13,7
9234800,1918327,7316473,7,13
9234800,1918429,7316371,19,1
9234800,1918471,7316329,1,19
9234800,1918507,7316293,7,13
9234800,1918537,7316263,7,13
9234800,1918549,7316251,19,1
9234800,1918837,7315963,7,13
9234800,1918849,7315951,19,1
9234800,1918879,7315921,19,1
9234800,1919053,7315747,13,7
9234800,1919311,7315489,1,19
9234800,1919341,7315459,1,19
9234800,1919383,7315417,13,7
9234800,1919461,7315339,1,19
9234800,1919773,7315027,13,7
9234800,1919839,7314961,19,1
9234800,1919851,7314949,1,19
9234800,1919881,7314919,1,19
9234800,1919917,7314883,7,13
9234800,1920211,7314589,1,19
9234800,1920223,7314577,13,7
9234800,1920379,7314421,19,1
9234800,1920403,7314397,13,7
9234800,1920469,7314331,19,1
9234800,1920487,7314313,7,13
9234800,1920637,7314163,7,13
9234800,1920817,7313983,7,13
9234800,1920991,7313809,1,19
9234800,1921027,7313773,7,13
9234800,1921159,7313641,19,1
9234800,1921393,7313407,13,7
9234800,1921477,7313323,7,13
9234800,1921657,7313143,7,13
9234800,1921687,7313113,7,13
9234800,1921981,7312819,1,19
9234800,1922119,7312681,19,1
9234800,1922269,7312531,19,1
9234800,1922461,7312339,1,19
9234800,1922533,7312267,13,7
9234800,1922563,7312237,13,7
9234800,1922863,7311937,13,7
9234800,1923127,7311673,7,13
9234800,1923547,7311253,7,13
9234800,1923709,7311091,19,1
9234800,1923841,7310959,1,19
9234800,1924093,7310707,13,7
9234800,1924129,7310671,19,1
9234800,1924291,7310509,1,19
9234800,1924501,7310299,1,19
9234800,1924537,7310263,7,13
9234800,1924543,7310257,13,7
9234800,1924921,7309879,1,19
9234800,1924957,7309843,7,13
9234800,1925059,7309741,19,1
9234800,1925149,7309651,19,1
9234800,1925431,7309369,1,19
9234800,1925779,7309021,19,1
9234800,1925851,7308949,1,19
9234800,1925881,7308919,1,19
9234800,1926019,7308781,19,1
9234800,1926097,7308703,7,13
9234800,1926157,7308643,7,13
9234800,1926217,7308583,7,13
9234800,1926361,7308439,1,19
9234800,1926439,7308361,19,1
9234800,1926487,7308313,7,13
9234800,1926493,7308307,13,7
9234800,1926931,7307869,1,19
9234800,1926937,7307863,7,13
9234800,1926973,7307827,13,7
9234800,1927249,7307551,19,1
9234800,1927399,7307401,19,1
9234800,1927501,7307299,1,19
9234800,1927789,7307011,19,1
9234800,1927813,7306987,13,7
9234800,1927867,7306933,7,13
9234800,1927909,7306891,19,1
9234800,1927963,7306837,13,7
9234800,1927993,7306807,13,7
9234800,1928029,7306771,19,1
9234800,1928071,7306729,1,19
9234800,1928257,7306543,7,13
9234800,1928419,7306381,19,1
9234800,1928623,7306177,13,7
9234800,1928929,7305871,19,1
9234800,1929043,7305757,13,7
9234800,1929049,7305751,19,1
9234800,1929157,7305643,7,13
9234800,1929163,7305637,13,7
9234800,1929199,7305601,19,1
9234800,1929289,7305511,19,1
9234800,1929331,7305469,1,19
9234800,1929559,7305241,19,1
9234800,1929751,7305049,1,19
9234800,1929913,7304887,13,7
9234800,1930081,7304719,1,19
9234800,1930099,7304701,19,1
9234800,1930147,7304653,7,13
9234800,1930351,7304449,1,19
9234800,1930417,7304383,7,13
9234800,1930543,7304257,13,7
9234800,1930627,7304173,7,13
9234800,1930693,7304107,13,7
9234800,1930879,7303921,19,1
9234800,1930939,7303861,19,1
9234800,1931113,7303687,13,7
9234800,1931227,7303573,7,13
9234800,1931239,7303561,19,1
9234800,1932061,7302739,1,19
9234800,1932181,7302619,1,19
9234800,1932247,7302553,7,13
9234800,1932487,7302313,7,13
9234800,1932493,7302307,13,7
9234800,1932871,7301929,1,19
9234800,1932877,7301923,7,13
9234800,1932949,7301851,19,1
9234800,1933123,7301677,13,7
9234800,1933159,7301641,19,1
9234800,1933663,7301137,13,7
9234800,1933819,7300981,19,1
9234800,1933837,7300963,7,13
9234800,1934539,7300261,19,1
9234800,1934629,7300171,19,1
9234800,1934797,7300003,7,13
9234800,1935091,7299709,1,19
9234800,1935691,7299109,1,19
9234800,1935751,7299049,1,19
9234800,1935811,7298989,1,19
9234800,1935889,7298911,19,1
9234800,1935961,7298839,1,19
9234800,1936153,7298647,13,7
9234800,1936183,7298617,13,7
9234800,1936189,7298611,19,1
9234800,1936303,7298497,13,7
9234800,1936357,7298443,7,13
9234800,1936609,7298191,19,1
9234800,1936633,7298167,13,7
9234800,1936723,7298077,13,7
9234800,1936741,7298059,1,19
9234800,1936783,7298017,13,7
9234800,1937197,7297603,7,13
9234800,1937233,7297567,13,7
9234800,1937311,7297489,1,19
9234800,1937557,7297243,7,13
9234800,1937959,7296841,19,1
9234800,1938103,7296697,13,7
9234800,1938253,7296547,13,7
9234800,1938271,7296529,1,19
9234800,1938373,7296427,13,7
9234800,1938499,7296301,19,1
9234800,1938787,7296013,7,13
9234800,1938997,7295803,7,13
9234800,1939117,7295683,7,13
9234800,1939243,7295557,13,7
9234800,1939339,7295461,19,1
9234800,1939657,7295143,7,13
9234800,1939741,7295059,1,19
9234800,1939753,7295047,13,7
9234800,1940563,7294237,13,7
9234800,1940599,7294201,19,1
9234800,1940683,7294117,13,7
9234800,1940881,7293919,1,19
9234800,1940893,7293907,13,7
9234800,1941193,7293607,13,7
9234800,1941229,7293571,19,1
9234800,1941253,7293547,13,7
9234800,1941343,7293457,13,7
9234800,1941421,7293379,1,19
9234800,1941469,7293331,19,1
9234800,1941601,7293199,1,19
9234800,1941721,7293079,1,19
9234800,1941733,7293067,13,7
9234800,1941931,7292869,1,19
9234800,1942033,7292767,13,7
9234800,1942309,7292491,19,1
9234800,1942321,7292479,1,19
9234800,1942399,7292401,19,1
9234800,1942441,7292359,1,19
9234800,1942483,7292317,13,7
9234800,1942747,7292053,7,13
9234800,1942873,7291927,13,7
9234800,1943077,7291723,7,13
9234800,1943107,7291693,7,13
9234800,1943281,7291519,1,19
9234800,1943311,7291489,1,19
9234800,1943323,7291477,13,7
9234800,1943353,7291447,13,7
9234800,1943371,7291429,1,19
9234800,1943437,7291363,7,13
9234800,1943443,7291357,13,7
9234800,1944079,7290721,19,1
9234800,1944157,7290643,7,13
9234800,1944169,7290631,19,1
9234800,1944211,7290589,1,19
9234800,1944457,7290343,7,13
9234800,1944529,7290271,19,1
9234800,1944763,7290037,13,7
9234800,1944799,7290001,19,1
9234800,1944841,7289959,1,19
9234800,1944883,7289917,13,7
9234800,1945519,7289281,19,1
9234800,1945561,7289239,1,19
9234800,1945579,7289221,19,1
9234800,1945597,7289203,7,13
9234800,1945681,7289119,1,19
9234800,1945729,7289071,19,1
9234800,1945831,7288969,1,19
9234800,1945873,7288927,13,7
9234800,1945891,7288909,1,19
9234800,1945981,7288819,1,19
9234800,1946209,7288591,19,1
9234800,1946377,7288423,7,13
9234800,1946401,7288399,1,19
9234800,1946443,7288357,13,7
9234800,1946641,7288159,1,19
9234800,1946671,7288129,1,19
9234800,1946689,7288111,19,1
9234800,1946809,7287991,19,1
9234800,1947073,7287727,13,7
9234800,1947109,7287691,19,1
9234800,1947193,7287607,13,7
9234800,1947229,7287571,19,1
9234800,1947307,7287493,7,13
9234800,1947511,7287289,1,19
9234800,1947607,7287193,7,13
9234800,1947703,7287097,13,7
9234800,1947763,7287037,13,7
9234800,1947811,7286989,1,19
9234800,1947853,7286947,13,7
9234800,1947991,7286809,1,19
9234800,1947997,7286803,7,13
9234800,1948021,7286779,1,19
9234800,1948099,7286701,19,1
9234800,1948603,7286197,13,7
9234800,1948627,7286173,7,13
9234800,1948669,7286131,19,1
9234800,1948747,7286053,7,13
9234800,1948789,7286011,19,1
9234800,1948909,7285891,19,1
9234800,1948981,7285819,1,19
9234800,1948987,7285813,7,13
9234800,1949257,7285543,7,13
9234800,1949359,7285441,19,1
9234800,1949371,7285429,1,19
9234800,1949581,7285219,1,19
9234800,1949719,7285081,19,1
9234800,1949947,7284853,7,13
9234800,1950433,7284367,13,7
9234800,1950577,7284223,7,13
9234800,1951003,7283797,13,7
9234800,1951177,7283623,7,13
9234800,1951483,7283317,13,7
9234800,1951501,7283299,1,19
9234800,1951627,7283173,7,13
9234800,1951669,7283131,19,1
9234800,1951687,7283113,7,13
9234800,1951759,7283041,19,1
9234800,1951819,7282981,19,1
9234800,1952023,7282777,13,7
9234800,1952047,7282753,7,13
9234800,1952227,7282573,7,13
9234800,1952647,7282153,7,13
9234800,1952737,7282063,7,13
9234800,1952887,7281913,7,13
9234800,1952911,7281889,1,19
9234800,1953013,7281787,13,7
9234800,1953151,7281649,1,19
9234800,1953349,7281451,19,1
9234800,1953517,7281283,7,13
9234800,1953577,7281223,7,13
9234800,1953697,7281103,7,13
9234800,1954231,7280569,1,19
9234800,1954237,7280563,7,13
9234800,1954279,7280521,19,1
9234800,1954297,7280503,7,13
9234800,1954411,7280389,1,19
9234800,1954489,7280311,19,1
9234800,1954699,7280101,19,1
9234800,1954759,7280041,19,1
9234800,1954819,7279981,19,1
9234800,1954951,7279849,1,19
9234800,1954987,7279813,7,13
9234800,1955071,7279729,1,19
9234800,1955113,7279687,13,7
9234800,1955131,7279669,1,19
9234800,1955251,7279549,1,19
9234800,1955293,7279507,13,7
9234800,1955389,7279411,19,1
9234800,1955467,7279333,7,13
9234800,1955491,7279309,1,19
9234800,1955533,7279267,13,7
9234800,1955761,7279039,1,19
9234800,1955839,7278961,19,1
9234800,1955959,7278841,19,1
9234800,1956667,7278133,7,13
9234800,1956769,7278031,19,1
9234800,1956847,7277953,7,13
9234800,1956901,7277899,1,19
9234800,1957069,7277731,19,1
9234800,1957903,7276897,13,7
9234800,1958029,7276771,19,1
9234800,1958413,7276387,13,7
9234800,1958431,7276369,1,19
9234800,1958833,7275967,13,7
9234800,1958917,7275883,7,13
9234800,1959031,7275769,1,19
9234800,1959079,7275721,19,1
9234800,1959313,7275487,13,7
9234800,1959421,7275379,1,19
9234800,1959487,7275313,7,13
9234800,1959583,7275217,13,7
9234800,1959619,7275181,19,1
9234800,1959799,7275001,19,1
9234800,1959943,7274857,13,7
9234800,1960009,7274791,19,1
9234800,1960033,7274767,13,7
9234800,1960369,7274431,19,1
9234800,1960531,7274269,1,19
9234800,1960549,7274251,19,1
9234800,1960879,7273921,19,1
9234800,1961077,7273723,7,13
9234800,1961173,7273627,13,7
9234800,1961551,7273249,1,19
9234800,1961623,7273177,13,7
9234800,1961767,7273033,7,13
9234800,1961857,7272943,7,13
9234800,1961893,7272907,13,7
9234800,1961917,7272883,7,13
9234800,1962001,7272799,1,19
9234800,1962049,7272751,19,1
9234800,1962307,7272493,7,13
9234800,1962811,7271989,1,19
9234800,1963111,7271689,1,19
9234800,1963201,7271599,1,19
9234800,1963231,7271569,1,19
9234800,1963243,7271557,13,7
9234800,1963267,7271533,7,13
9234800,1963321,7271479,1,19
9234800,1963567,7271233,7,13
9234800,1963807,7270993,7,13
9234800,1963813,7270987,13,7
9234800,1963981,7270819,1,19
9234800,1964629,7270171,19,1
9234800,1964791,7270009,1,19
9234800,1964947,7269853,7,13
9234800,1965133,7269667,13,7
9234800,1965289,7269511,19,1
9234800,1965427,7269373,7,13
9234800,1965553,7269247,13,7
9234800,1965619,7269181,19,1
9234800,1965661,7269139,1,19
9234800,1965973,7268827,13,7
9234800,1966207,7268593,7,13
9234800,1966219,7268581,19,1
9234800,1966303,7268497,13,7
9234800,1966417,7268383,7,13
9234800,1966681,7268119,1,19
9234800,1966873,7267927,13,7
9234800,1967047,7267753,7,13
9234800,1967347,7267453,7,13
9234800,1967587,7267213,7,13
9234800,1967821,7266979,1,19
9234800,1967923,7266877,13,7
9234800,1968103,7266697,13,7
9234800,1968139,7266661,19,1
9234800,1968199,7266601,19,1
9234800,1968349,7266451,19,1
9234800,1968487,7266313,7,13
9234800,1968613,7266187,13,7
9234800,1968691,7266109,1,19
9234800,1968721,7266079,1,19
9234800,1968817,7265983,7,13
9234800,1968829,7265971,19,1
9234800,1969021,7265779,1,19
9234800,1969207,7265593,7,13
9234800,1969291,7265509,1,19
9234800,1969453,7265347,13,7
9234800,1969519,7265281,19,1
9234800,1969573,7265227,13,7
9234800,1969699,7265101,19,1
9234800,1969777,7265023,7,13
9234800,1969987,7264813,7,13
9234800,1970083,7264717,13,7
9234800,1970149,7264651,19,1
9234800,1970209,7264591,19,1
9234800,1970401,7264399,1,19
9234800,1970407,7264393,7,13
9234800,1970629,7264171,19,1
9234800,1970791,7264009,1,19
9234800,1971007,7263793,7,13
9234800,1971127,7263673,7,13
9234800,1971241,7263559,1,19
9234800,1971433,7263367,13,7
9234800,1971637,7263163,7,13
9234800,1971967,7262833,7,13
9234800,1972123,7262677,13,7
9234800,1972147,7262653,7,13
9234800,1972231,7262569,1,19
9234800,1972381,7262419,1,19
9234800,1972627,7262173,7,13
9234800,1972651,7262149,1,19
9234800,1972669,7262131,19,1
9234800,1972777,7262023,7,13
9234800,1972891,7261909,1,19
9234800,1973011,7261789,1,19
9234800,1973053,7261747,13,7
9234800,1973149,7261651,19,1
9234800,1973317,7261483,7,13
9234800,1973353,7261447,13,7
9234800,1973431,7261369,1,19
9234800,1973509,7261291,19,1
9234800,1973731,7261069,1,19
9234800,1973737,7261063,7,13
9234800,1973761,7261039,1,19
9234800,1973977,7260823,7,13
9234800,1974361,7260439,1,19
9234800,1974373,7260427,13,7
9234800,1974403,7260397,13,7
9234800,1974493,7260307,13,7
9234800,1974751,7260049,1,19
9234800,1974961,7259839,1,19
9234800,1975123,7259677,13,7
9234800,1975243,7259557,13,7
9234800,1975663,7259137,13,7
9234800,1975789,7259011,19,1
9234800,1976011,7258789,1,19
9234800,1976047,7258753,7,13
9234800,1976053,7258747,13,7
9234800,1976383,7258417,13,7
9234800,1976707,7258093,7,13
9234800,1977091,7257709,1,19
9234800,1977223,7257577,13,7
9234800,1977673,7257127,13,7
9234800,1977709,7257091,19,1
9234800,1977727,7257073,7,13
9234800,1977757,7257043,7,13
9234800,1978021,7256779,1,19
9234800,1978063,7256737,13,7
9234800,1978189,7256611,19,1
9234800,1978219,7256581,19,1
9234800,1978267,7256533,7,13
9234800,1978297,7256503,7,13
9234800,1978591,7256209,1,19
9234800,1978597,7256203,7,13
9234800,1978687,7256113,7,13
9234800,1978807,7255993,7,13
9234800,1978849,7255951,19,1
9234800,1978891,7255909,1,19
9234800,1979077,7255723,7,13
9234800,1979119,7255681,19,1
9234800,1979323,7255477,13,7
9234800,1979347,7255453,7,13
9234800,1979779,7255021,19,1
9234800,1980229,7254571,19,1
9234800,1980283,7254517,13,7
9234800,1980607,7254193,7,13
9234800,1980673,7254127,13,7
9234800,1980703,7254097,13,7
9234800,1980757,7254043,7,13
9234800,1980859,7253941,19,1
9234800,1980907,7253893,7,13
9234800,1980919,7253881,19,1
9234800,1981093,7253707,13,7
9234800,1981153,7253647,13,7
9234800,1981159,7253641,19,1
9234800,1981201,7253599,1,19
9234800,1981471,7253329,1,19
9234800,1981621,7253179,1,19
9234800,1981627,7253173,7,13
9234800,1981663,7253137,13,7
9234800,1981711,7253089,1,19
9234800,1981891,7252909,1,19
9234800,1981921,7252879,1,19
9234800,1981963,7252837,13,7
9234800,1982287,7252513,7,13
9234800,1982437,7252363,7,13
9234800,1982713,7252087,13,7
9234800,1982803,7251997,13,7
9234800,1982839,7251961,19,1
9234800,1982881,7251919,1,19
9234800,1982917,7251883,7,13
9234800,1983019,7251781,19,1
9234800,1983097,7251703,7,13
9234800,1983109,7251691,19,1
9234800,1983463,7251337,13,7
9234800,1983601,7251199,1,19
9234800,1983643,7251157,13,7
9234800,1983763,7251037,13,7
9234800,1983967,7250833,7,13
9234800,1984201,7250599,1,19
9234800,1984309,7250491,19,1
9234800,1984399,7250401,19,1
9234800,1984537,7250263,7,13
9234800,1984561,7250239,1,19
9234800,1984639,7250161,19,1
9234800,1984747,7250053,7,13
9234800,1984783,7250017,13,7
9234800,1985227,7249573,7,13
9234800,1985287,7249513,7,13
9234800,1985317,7249483,7,13
9234800,1985587,7249213,7,13
9234800,1985689,7249111,19,1
9234800,1986133,7248667,13,7
9234800,1986199,7248601,19,1
9234800,1986421,7248379,1,19
9234800,1986577,7248223,7,13
9234800,1986781,7248019,1,19
9234800,1987081,7247719,1,19
9234800,1987099,7247701,19,1
9234800,1987303,7247497,13,7
9234800,1987429,7247371,19,1
9234800,1987519,7247281,19,1
9234800,1987543,7247257,13,7
9234800,1987621,7247179,1,19
9234800,1987789,7247011,19,1
9234800,1987849,7246951,19,1
9234800,1987873,7246927,13,7
9234800,1987981,7246819,1,19
9234800,1988089,7246711,19,1
9234800,1988101,7246699,1,19
9234800,1988137,7246663,7,13
9234800,1988263,7246537,13,7
9234800,1988299,7246501,19,1
9234800,1988347,7246453,7,13
9234800,1988551,7246249,1,19
9234800,1988851,7245949,1,19
9234800,1989049,7245751,19,1
9234800,1989217,7245583,7,13
9234800,1989277,7245523,7,13
9234800,1989517,7245283,7,13
9234800,1989619,7245181,19,1
9234800,1989847,7244953,7,13
9234800,1990033,7244767,13,7
9234800,1990039,7244761,19,1
9234800,1990243,7244557,13,7
9234800,1990279,7244521,19,1
9234800,1990447,7244353,7,13
9234800,1990543,7244257,13,7
9234800,1990621,7244179,1,19
9234800,1990657,7244143,7,13
9234800,1990753,7244047,13,7
9234800,1990939,7243861,19,1
9234800,1990951,7243849,1,19
9234800,1991089,7243711,19,1
9234800,1991251,7243549,1,19
9234800,1991281,7243519,1,19
9234800,1991359,7243441,19,1
9234800,1991413,7243387,13,7
9234800,1991461,7243339,1,19
9234800,1991503,7243297,13,7
9234800,1991653,7243147,13,7
9234800,1991779,7243021,19,1
9234800,1991947,7242853,7,13
9234800,1992049,7242751,19,1
9234800,1992073,7242727,13,7
9234800,1992139,7242661,19,1
9234800,1992163,7242637,13,7
9234800,1992343,7242457,13,7
9234800,1992493,7242307,13,7
9234800,1992841,7241959,1,19
9234800,1992889,7241911,19,1
9234800,1993219,7241581,19,1
9234800,1993483,7241317,13,7
9234800,1993627,7241173,7,13
9234800,1993759,7241041,19,1
9234800,1994059,7240741,19,1
9234800,1994227,7240573,7,13
9234800,1994467,7240333,7,13
9234800,1994521,7240279,1,19
9234800,1994599,7240201,19,1
9234800,1994647,7240153,7,13
9234800,1994953,7239847,13,7
9234800,1994977,7239823,7,13
9234800,1995109,7239691,19,1
9234800,1995223,7239577,13,7
9234800,1995391,7239409,1,19
9234800,1995661,7239139,1,19
9234800,1995691,7239109,1,19
9234800,1995727,7239073,7,13
9234800,1995769,7239031,19,1
9234800,1995937,7238863,7,13
9234800,1996297,7238503,7,13
9234800,1996333,7238467,13,7
9234800,1996381,7238419,1,19
9234800,1996411,7238389,1,19
9234800,1996417,7238383,7,13
9234800,1996507,7238293,7,13
9234800,1996609,7238191,19,1
9234800,1996711,7238089,1,19
9234800,1996759,7238041,19,1
